5023,You submitted an invalid XML request. Please verify your request and retry the transaction.
5024,You submitted an invalid ID expiry date for this request. Please verify this parameter and retry the transaction.
5031,The transaction you have submitted has already been processed.
5032,You submitted an invalid city with your request. Please verify this parameter and retry the transaction.
5033,You submitted an invalid country with your request. Please verify this parameter and retry the transaction.
5034,You submitted an invalid email address with your request. Please verify this parameter and retry the transaction.
5035,You submitted an invalid name with your request. Please verify this parameter and retry the transaction.
5036,You submitted an invalid phone number with your request. Please verify this parameter and retry the transaction.
5037,You submitted an invalid zip/postal code with your request. Please verify this parameter and retry the transaction.
5038,You submitted an invalid state/province with your request. Please verify this parameter and retry the transaction.
5039,You submitted an invalid street with your request. Please verify this parameter and retry the transaction.
5040,Your merchant account is not configured for the transaction you attempted. Please contact Technical Support for more information.
5041,You submitted an invalid merchantData parameter. Please verify this parameter and retry the transaction.
5042,The merchant reference number is missing or invalid or it exceeds the maximum permissible length. Please verify this parameter and retry the transaction.
5043,You submitted an invalid account open date with your request. Please verify this parameter and retry the transaction.
5044,You submitted an invalid customer ID with your request. Please verify this parameter and retry the transaction.
5045,You submitted an invalid customer IP address with your request. Please verify this parameter and retry the transaction.
5046,You submitted an invalid merchant SIC code with your request. Please verify this parameter and retry the transaction.
5047,You submitted an invalid value for the previous customer parameter with your request. Please verify this parameter and retry the transaction.
5048,You submitted an invalid product code with your request. Please verify this parameter and retry the transaction.
5049,You submitted an invalid value for user data with your request. Please verify this parameter and retry the transaction.
5050,An error occurred with your merchant account configuration. Please contact Technical Support.
5055,You submitted an invalid ECI value. Please verify this parameter and retry the transaction.
5056,An ECI value must be provided for 3D Secure authentication Please verify this parameter and retry the transaction.
5057,You submitted a credit card brand that does not support 3D Secure authentication. Please verify this parameter and retry the transaction.
5058,A CAVV value must be be provided for 3D Secure authentication. Please verify this parameter and retry the transaction.
5059,You submitted an invalid value for the currency service request.
5060,You submitted an invalid recurringIndicator parameter with your request. Please verify this parameter and retry the transaction.
